id_siniestro;id_poliza;id_asegurado;id_vehiculo;ramo;cobertura;fecha_ocurrencia;fecha_reporte;monto_reclamado_usd;monto_estimado_usd;monto_pagado_usd;estado;sucursal;ciudad_evento;descripcion;documentos_completos;id_beneficiario;tipo_beneficiario;dias_desde_inicio_poliza;dias_desde_fin_poliza;dias_entre_ocurrencia_reporte;historial_siniestros_asegurado;tuvo_parte_policial;tuvo_testigo;fault_responsable;etiqueta_fraude_simulada;ramo_pol;fecha_inicio;fecha_fin;prima_usd;suma_asegurada_usd;deducible_usd;canal_venta;ciudad;estado_poliza;tipo_cobertura;segmento;antiguedad_anios;ciudad_ase;num_polizas;reclamos_ultimos_12_meses;mora_actual;score_cliente_simulado;placa;chasis;motor;marca;modelo;anio_vehiculo;categoria;valor_comercial_usd;id_proveedor;nombre;tipo;ciudad_prov;antiguedad_anios_prov;lista_restrictiva;reclamos_asociados;porcentaje_casos_observados;monto_promedio_reclamado_usd
SIN-002710;POL-0010505;ASE-005187;VEH-0002706;Vehículos;Choque;19/9/2023;25/9/2023;1510046;1412623;1147257;Pago Parcial;Guayaquil;Guayaquil;Comunico que Vehículo asegurado sufrió colisión frontal mientras se encontraba detenido en semáforo en la avenida Panamericana Norte. El tercero responsable abandonó el lugar antes de la llegada de la policía. Se anexa parte policial. Ref. 739417.;Sí;PRV-0035;Clínica;338;27;6;3;No;No;Asegurado;0;Vehículos;16/10/2022;16/10/2023;149912;3038776;4000;Banca seguros;Guayaquil;Vencida;All Perils;Premium;19;Guayaquil;4;4;No;578;GTU-4748;YNSHX5A912BC5DBCA;D6EJ8FFBH;Honda;Civic;2017;Sedan;3214143;PRV-0035;Centro Traumatológico Andino;Clínica;Santo Domingo;15;No;305;262;988194
SIN-002711;POL-0000908;ASE-000440;VEH-0002707;Vehículos;Choque;3/9/2023;14/9/2023;68221;642842;642842;Pago Total;Portoviejo;Portoviejo;Hago constar que Reporto siniestro ocurrido el 03/09/2023 en Samborondón. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en maletero. Quedo a la espera de la inspección del perito. Ref. 346701.;No;PRV-0013;Taller;91;274;11;1;No;No;Tercero;0;Vehículos;4/6/2023;3/6/2024;130078;2073955;4000;Banca seguros;Portoviejo;Vencida;All Perils;Corporativo;9;Portoviejo;4;4;No;699;MPW-3803;XVKC8V3SU9FK42TPP;SY5XIVK0O1;Chevrolet;Sail;2017;Sedan;2788681;PRV-0013;Reparauto Loja;Taller;Portoviejo;21;No;352;2386;1325216
SIN-002712;POL-0009113;ASE-004481;VEH-0002708;Vehículos;Choque;3/10/2023;5/10/2023;941301;812992;812992;Pago Total;Manta;Manta;Reporto a la aseguradora que Realizando giro en intersección de Av. Amazonas con calle Vargas, fui golpeado en frontal por automotor que circulaba a velocidad excesiva. Hubo testigos del evento. Ref. 472588.;Sí;PRV-0021;Taller;81;284;2;0;No;No;Tercero;0;Vehículos;14/7/2023;13/7/2024;85843;2154951;4000;Agente;Manta;Vencida;Collision;Estándar;10;Manta;3;3;No;690;MCZ-3455;V6LTELYC1L2Z2ZALB;2ZME1GX7K1;Chevrolet;Sail;2018;Sedan;2610961;PRV-0021;Taller Mecánico San Francisco;Taller;Loja;18;No;318;283;1121093
SIN-002713;POL-0006967;ASE-003440;VEH-0002709;Vehículos;Choque;2/10/2023;16/10/2023;599682;547545;547545;Pago Total;Guayaquil;Guayaquil;Para conocimiento de la Compañía: A las 04:00 del 02/10/2023, en la Av. Eloy Alfaro, otro vehículo invadió mi carril produciendo impacto lateral izquierda. Se reporta daño en parabrisas del vehículo asegurado. Notifico para los trámites correspondientes. Ref. 488212.;Sí;PRV-0012;Taller;258;107;14;1;No;No;Asegurado;0;Vehículos;17/1/2023;17/1/2024;40145;877216;4000;Venta directa;Guayaquil;Vencida;Collision;Joven;9;Guayaquil;4;4;No;651;GIC-9162;5CC2GNSG82ZSNJJ8F;YF8VVPOG;Mazda;3;2016;Sedan;1107933;PRV-0012;AutoCenter Ambato;Taller;Santo Domingo;3;No;296;304;101864
SIN-002714;POL-0004533;ASE-002226;VEH-0002710;Vehículos;Responsabilidad Civil;6/12/2023;14/12/2023;571665;492425;0;Reserva;Machala;Machala;El suscrito asegurado informa: Vehículo asegurado sufrió colisión lateral mientras se encontraba detenido en semáforo en la avenida Vía a la Costa. El tercero responsable abandonó el lugar antes de la llegada de la policía. Adjunto documentación de respaldo. Ref. 862352.;Sí;PRV-0039;Perito;287;78;8;1;No;No;Tercero;0;Vehículos;22/2/2023;22/2/2024;60692;2453943;4000;Broker;Quito;Vencida;Liability;Estándar;1;Quito;5;5;No;602;PUT-0234;F4YZ81FSSS7MLLJM4;SD7MKI4LV;Chevrolet;Captiva;2016;Sport;2217909;PRV-0039;Perito Aut. J. Carrasco;Perito;Machala;13;No;318;252;1127619
SIN-002715;POL-0004304;ASE-002100;VEH-0002711;Vehículos;Choque;17/12/2023;3/4/2024;1521771;1411615;867574;Pago Parcial;Quito;Quito;Reporto a la aseguradora que Choque múltiple en la Av. de las Américas en condiciones de lluvia. Mi vehículo recibió impacto de dos automotores y presenta afectación en techo. Estoy disponible para ampliar información si se requiere. Ref. 756157.;No;PRV-0043;Perito;347;18;108;0;No;No;Asegurado;0;Vehículos;4/1/2023;4/1/2024;360729;9749859;4000;Venta directa;Quito;Vencida;Collision;Corporativo;4;Quito;5;5;No;678;PVQ-7773;GUZGEY38NZGY0R1RB;APU2X4P1LB;Volkswagen;Saveiro;2014;Sedan;7071814;PRV-0043;Perito Aut. L. Salazar;Perito;Cuenca;9;No;336;268;109396
SIN-002716;POL-0004305;ASE-002100;VEH-0002712;Vehículos;Responsabilidad Civil;10/1/2023;17/1/2023;456049;375865;231024;Pago Parcial;Quito;Quito;Hago constar que A las 07:45 del 10/01/2023, en la Av. 6 de Diciembre, otro vehículo invadió mi carril produciendo impacto trasera. Se reporta daño en parachoques posterior del vehículo asegurado. Ref. 632757.;Sí;PRV-0036;Clínica;82;283;7;3;No;No;Tercero;0;Vehículos;20/10/2022;20/10/2023;71699;2576226;4000;Agente;Quito;Vencida;Liability;Corporativo;4;Quito;5;5;No;678;PJT-4590;83G9XGLEBY6L022BE;K9DIUMOHD;Toyota;Fortuner;2016;Sport;2311924;PRV-0036;Policlínico Manabí;Clínica;Guayaquil;11;No;312;385;101168
SIN-002717;POL-0007533;ASE-003711;VEH-0002713;Vehículos;Choque;17/10/2023;17/10/2023;1700721;1452474;1198075;Pago Parcial;Manta;Manta;Por medio del presente, El 17/10/2023 alrededor de las 07:30, mi vehículo fue golpeado por un taxi en El Recreo cuando este intentaba un giro indebido. Daño en puerta del pasajero. Adjunto documentación de respaldo. Ref. 809076.;Sí;PRV-0032;Clínica;204;161;0;0;No;No;Asegurado;0;Vehículos;27/3/2023;26/3/2024;130717;3090016;4000;Venta directa;Manta;Vencida;Collision;Premium;15;Manta;1;1;No;810;MIZ-3632;Z254520N1M4A7JCBF;KHUYD10R;Chevrolet;Aveo;2017;Sedan;3474094;PRV-0032;Centro Médico Pichincha;Clínica;Ambato;8;No;285;316;1121295
SIN-002718;POL-0005521;ASE-002707;VEH-0002714;Vehículos;Choque;29/1/2023;23/2/2023;977082;887819;887819;Liquidado;Manta;Manta;Por medio del presente, El día 29/01/2023 circulando por la Panamericana Sur en sentido este-este fui impactado en la parte lateral derecha por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Ref. 243574.;Sí;PRV-0032;Clínica;290;75;25;1;No;No;Asegurado;0;Vehículos;14/4/2022;14/4/2023;148936;3516986;4000;Banca seguros;Quito;Vencida;Collision;Joven;6;Quito;1;1;No;724;PEJ-1924;SB8JKT4CWJ2NNCEDR;UEZ2I7M3O7;Toyota;Yaris;2014;Sedan;324994;PRV-0032;Centro Médico Pichincha;Clínica;Ambato;8;No;285;316;1121295
SIN-002719;POL-0010433;ASE-005146;VEH-0002715;Vehículos;Responsabilidad Civil;22/2/2023;17/3/2023;488504;461678;224369;Pago Parcial;Guayaquil;Guayaquil;Para conocimiento de la Compañía: Vehículo asegurado sufrió colisión por alcance mientras se encontraba detenido en semáforo en la avenida Av. República. El tercero responsable abandonó el lugar antes de la llegada de la policía. Solicito se atienda con prontitud el reclamo. Ref. 941155.;Sí;PRV-0018;Taller;240;125;23;0;No;No;Asegurado;0;Vehículos;27/6/2022;27/6/2023;168825;7701244;4000;Broker;Guayaquil;Vencida;Liability;Premium;7;Guayaquil;3;3;Sí;546;GKN-4806;S36N4T4SX9RF4M29J;R21ZPGN9WH;Honda;Civic;2023;Sport;9801833;PRV-0018;Carrocerías El Pacífico;Taller;Cuenca;25;No;360;194;97934
SIN-002720;POL-0003343;ASE-001627;VEH-0002716;Vehículos;Responsabilidad Civil;19/1/2023;23/1/2023;74971;725568;725568;Pago Total;Cuenca;Cuenca;Volcadura del vehículo ocurrida la madrugada del 19/01/2023 en curva pronunciada de la Av. 6 de Diciembre. Conductor único, sin terceros involucrados. Quedo a la espera de la inspección del perito. Ref. 553069.;Sí;PRV-0011;Taller;207;158;4;3;No;No;Asegurado;0;Vehículos;26/6/2022;26/6/2023;77464;3624718;4000;Banca seguros;Cuenca;Vencida;Liability;Estándar;3;Cuenca;3;3;No;649;AXY-2911;90GF62N90UF0JBYH5;8W5Z3QB87;Toyota;RAV4;2017;Sport;3370575;PRV-0011;Pinturas y Latonería Sur;Taller;Ibarra;16;Sí;328;125;1077337
SIN-002721;POL-0009282;ASE-004561;VEH-0002717;Vehículos;Choque;1/2/2023;14/2/2023;569545;518649;518649;Pago Total;Cuenca;Cuenca;Reporto a la aseguradora que Colisión por alcance en la Av. Amazonas, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Estoy disponible para ampliar información si se requiere. Ref. 305236.;Sí;PRV-0036;Clínica;52;313;13;3;No;No;Tercero;0;Vehículos;11/12/2022;11/12/2023;81016;2105131;4000;Banca seguros;Cuenca;Vencida;Collision;Estándar;2;Cuenca;2;2;No;806;AQE-2520;E3WTWJRVVUSWWLDL9;UAVVOHQ9I3;Mazda;CX-30;2018;Sedan;2284686;PRV-0036;Policlínico Manabí;Clínica;Guayaquil;11;No;312;385;101168
SIN-002722;POL-0003759;ASE-001833;VEH-0002718;Vehículos;Choque;20/2/2023;8/6/2023;1904059;1523418;0;Negativa;Quito;Quito;Por medio del presente, Vehículo asegurado sufrió colisión lateral mientras se encontraba detenido en semáforo en la avenida Av. Francisco de Orellana. El tercero responsable abandonó el lugar antes de la llegada de la policía. Quedo a la espera de la inspección del perito. Ref. 835334.;Sí;PRV-0014;Taller;343;22;108;3;No;No;Asegurado;0;Vehículos;14/3/2022;14/3/2023;120077;325672;4000;Venta directa;Quito;Vencida;Collision;Estándar;4;Quito;2;2;No;767;PYN-1827;GTGF49LYDMR6CFAJ8;TV7ZI80YJ;Dodge;Journey;2018;Sedan;3845152;PRV-0014;Mecánica Express Machala;Taller;Quito;11;No;323;279;1011059
SIN-002723;POL-0003557;ASE-001737;VEH-0002719;Vehículos;Choque;8/12/2023;11/12/2023;264506;249087;249087;Pago Total;Quito;Quito;Hago constar que Aproximadamente a las 14:00 sufrí accidente de tránsito en la Av. Naciones Unidas cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Se anexa parte policial. Ref. 767447.;Sí;PRV-0005;Taller;145;220;3;3;No;No;Asegurado;0;Vehículos;16/7/2023;15/7/2024;8592;2367236;4000;Venta directa;Quito;Vencida;Collision;Estándar;5;Quito;3;3;No;739;PCY-2011;BS1NSAHRLZCTFVBRX;MMQBSEE9V;Mazda;BT-50;2014;Sedan;2236521;PRV-0005;Servitec Guayas;Taller;Ibarra;15;No;288;451;1136744
SIN-002724;POL-0000120;ASE-000064;VEH-0002720;Vehículos;Responsabilidad Civil;22/6/2023;13/7/2023;2063399;1708334;1270912;Pago Parcial;Quito;Quito;Volcadura del vehículo ocurrida la madrugada del 22/06/2023 en curva pronunciada de la Vía a la Costa. Conductor único, sin terceros involucrados. Solicito gestionar la cobertura conforme a la póliza. Ref. 635035.;Sí;PRV-0030;Taller;231;134;21;1;No;No;Asegurado;0;Vehículos;3/11/2022;3/11/2023;216343;9581889;4000;Web;Quito;Vencida;Liability;Estándar;2;Quito;3;3;No;735;PSZ-9805;TB8H3KKGS245TYZV9;O5RI7QD4A;Kia;Rio;2016;Sport;859303;PRV-0030;Servi Llantas y Más;Taller;Manta;13;No;329;426;1087352
SIN-002725;POL-0004181;ASE-002046;VEH-0002721;Vehículos;Responsabilidad Civil;2/6/2023;6/6/2023;1472039;1338847;0;Cierre Sin Consecuencia;Guayaquil;Guayaquil;Volcadura del vehículo ocurrida la madrugada del 02/06/2023 en curva pronunciada de la Av. República. Conductor único, sin terceros involucrados. Quedo a la espera de la inspección del perito. Ref. 634106.;Sí;PRV-0037;Clínica;273;92;4;3;No;No;Asegurado;0;Vehículos;2/9/2022;2/9/2023;228024;10250772;4000;Web;Guayaquil;Vencida;Liability;Corporativo;11;Guayaquil;4;4;No;702;GMX-2020;TMM0P0SF2VBJ3DRHT;D1YDSFOB6;Ford;Explorer;2016;Sport;8529163;PRV-0037;Clínica Equinoccial;Clínica;Guayaquil;9;No;327;306;105127
SIN-002726;POL-0013544;ASE-006678;VEH-0002722;Vehículos;Robo;20/3/2023;20/3/2023;5514495;451831;0;Cierre Sin Consecuencia;Guayaquil;Guayaquil;Para conocimiento de la Compañía: Aprovechando que dejé el vehículo en marcha frente a una farmacia en Solanda, un sujeto lo abordó y se dio a la fuga. Estoy disponible para ampliar información si se requiere. Ref. 842154.;Sí;PRV-0012;Taller;294;71;0;3;No;No;Asegurado;0;Vehículos;30/5/2022;30/5/2023;492697;10099423;4000;Web;Guayaquil;Vencida;All Perils;Estándar;5;Guayaquil;3;3;No;624;GXD-9150;0DWNTTAJXWXPZZYM3;2S46AQKWFJ;Honda;CR-V;2016;Sedan;7964793;PRV-0012;AutoCenter Ambato;Taller;Santo Domingo;3;No;296;304;101864
SIN-002727;POL-0002170;ASE-001043;VEH-0002723;Vehículos;Choque;12/3/2023;20/3/2023;624271;557399;401951;Pago Parcial;Ambato;Ambato;Para conocimiento de la Compañía: Atendiendo a familiar transportado al hospital, un automotor en la Panamericana Sur cruzó sin precaución la intersección y produjo daños severos en parachoques delantero. Estoy disponible para ampliar información si se requiere. Ref. 642579.;Sí;PRV-0012;Taller;258;107;8;1;No;No;Asegurado;0;Vehículos;27/6/2022;27/6/2023;12241;3344894;4000;Banca seguros;Ambato;Vencida;Collision;Estándar;17;Ambato;4;4;No;697;THR-3047;8NUATXCBAF95PTW5T;4U6YIWM9Q;Chevrolet;Tracker;2014;Sedan;3195729;PRV-0012;AutoCenter Ambato;Taller;Santo Domingo;3;No;296;304;101864
SIN-002728;POL-0012055;ASE-005953;VEH-0002724;Vehículos;Choque;1/4/2023;3/4/2023;356632;302793;302793;Liquidado;Guayaquil;Guayaquil;Solicito atención al siguiente caso. Colisión por alcance en la Panamericana Sur, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Solicito gestionar la cobertura conforme a la póliza. Ref. 360940.;Sí;PRV-0011;Taller;189;176;2;3;No;No;Asegurado;0;Vehículos;24/9/2022;24/9/2023;114588;2001535;4000;Broker;Guayaquil;Vencida;All Perils;Estándar;18;Guayaquil;4;4;No;726;GYC-8868;GXFN7UYUK4E4R7MUC;4HIAEENOW;Honda;CR-V;2014;Sedan;2272142;PRV-0011;Pinturas y Latonería Sur;Taller;Ibarra;16;Sí;328;125;1077337
SIN-002729;POL-0012793;ASE-006315;VEH-0002725;Vehículos;Choque;27/3/2023;11/5/2023;3189505;2656199;2656199;Pago Total;Ambato;Ambato;Pongo en conocimiento: El 27/03/2023 alrededor de las 08:15, mi vehículo fue golpeado por un taxi en Samborondón cuando este intentaba un giro indebido. Daño en luneta. Adjunto documentación de respaldo. Ref. 251346.;Sí;PRV-0021;Taller;104;261;45;0;No;No;Tercero;0;Vehículos;13/12/2022;13/12/2023;429166;957263;7000;Banca seguros;Ambato;Vencida;Collision;Joven;19;Ambato;4;4;No;627;TBX-9454;TYC6U8XRUF0JPASVN;AW4SYVH9;Honda;Civic;2014;Sport;10456945;PRV-0021;Taller Mecánico San Francisco;Taller;Loja;18;No;318;283;1121093
SIN-002730;POL-0003039;ASE-001473;VEH-0002726;Vehículos;Choque;20/4/2023;28/4/2023;74274;600964;600964;Pago Total;Guayaquil;Guayaquil;Para conocimiento de la Compañía: En el redondel de Calderón otro conductor no respetó el derecho de paso ocasionando choque frontal con resultado de daños considerables. Adjunto documentación de respaldo. Ref. 514300.;No;PRV-0009;Taller;142;223;8;1;No;No;Asegurado;0;Vehículos;29/11/2022;29/11/2023;183391;3290831;4000;Broker;Guayaquil;Vencida;All Perils;Estándar;9;Guayaquil;3;3;No;669;GUF-8060;VGL75MWTATJ8272YX;OOT6ZAH2V;Hyundai;Santa Fe;2016;Utility;3690375;PRV-0009;Multi Servicios Vehiculares S.A.;Taller;Portoviejo;6;No;341;235;1056454
SIN-002731;POL-0009233;ASE-004533;VEH-0002727;Vehículos;Choque;8/4/2023;10/4/2023;2325227;2255758;1803831;Pago Parcial;Machala;Machala;El suscrito asegurado informa: Atendiendo a familiar transportado al hospital, un automotor en la Vía Daule cruzó sin precaución la intersección y produjo daños severos en puerta del conductor. Estoy disponible para ampliar información si se requiere. Ref. 649400.;Sí;PRV-0043;Perito;318;47;2;0;No;No;Asegurado;0;Vehículos;25/5/2022;25/5/2023;371487;8495997;4000;Venta directa;Quito;Vencida;Collision;Corporativo;8;Quito;3;3;No;717;PRI-6882;M98BSFWLN8MB5TV77;6QFZ942D;Honda;Civic;2023;Sedan;9723998;PRV-0043;Perito Aut. L. Salazar;Perito;Cuenca;9;No;336;268;109396
SIN-002732;POL-0005821;ASE-002864;VEH-0002728;Vehículos;Choque;13/4/2023;14/4/2023;2436539;2071999;611352;Anticipo;Quito;Quito;Reporto a la aseguradora que Atendiendo a familiar transportado al hospital, un automotor en la Vía a la Costa cruzó sin precaución la intersección y produjo daños severos en parabrisas. Estoy disponible para ampliar información si se requiere. Ref. 591746.;Sí;PRV-0026;Taller;341;24;1;0;No;No;Asegurado;0;Vehículos;7/5/2022;7/5/2023;659951;10944721;4000;Agente;Quito;Vencida;All Perils;Joven;3;Quito;1;1;No;767;PMF-2533;ZLK81KK5951JVV988;DDY6A7IC;Chevrolet;Sail;2017;Sedan;8828412;PRV-0026;Chevrocenter Servicios;Taller;Machala;24;No;304;395;1172187
SIN-002733;POL-0010476;ASE-005166;VEH-0002729;Vehículos;Responsabilidad Civil;5/4/2023;5/4/2023;907164;745897;745897;Pago Total;Guayaquil;Guayaquil;Solicito atención al siguiente caso. El 05/04/2023 alrededor de las 07:45, mi vehículo fue golpeado por un taxi en Calderón cuando este intentaba un giro indebido. Daño en luneta. Solicito se atienda con prontitud el reclamo. Ref. 331957.;Sí;PRV-0015;Taller;203;162;0;5;No;No;Asegurado;0;Vehículos;14/9/2022;14/9/2023;111146;3877799;4000;Venta directa;Ambato;Vencida;Liability;Joven;1;Ambato;6;6;No;488;TLU-8382;JSEYGVNUYZC8GFLJL;88QJ8Q1XZ;Honda;CR-V;2014;Sport;3456979;PRV-0015;Servi-Frenos Ecuador;Taller;Quito;13;No;313;447;1060956
SIN-002734;POL-0012222;ASE-006036;VEH-0002730;Vehículos;Choque;10/3/2023;17/5/2023;1369156;1294036;0;Reserva;Quito;Quito;Solicito atención al siguiente caso. Realizando giro en intersección de Vía Daule con calle Olmedo, fui golpeado en frontal por automotor que circulaba a velocidad excesiva. Hubo testigos del evento. Solicito gestionar la cobertura conforme a la póliza. Ref. 509819.;Sí;PRV-0045;Perito;249;116;68;1;No;No;Tercero;0;Vehículos;4/7/2022;4/7/2023;111039;3113096;4000;Broker;Quito;Vencida;Collision;Estándar;16;Quito;1;1;Sí;643;PDV-8935;CHR0XDEF2E2UHBX9K;66IGTS7XD;Mazda;BT-50;2017;Sedan;3240425;PRV-0045;Perito Aut. D. Cabrera;Perito;Manta;4;No;339;295;1082864
SIN-002735;POL-0010178;ASE-005015;VEH-0002731;Vehículos;Responsabilidad Civil;9/3/2023;29/3/2023;183377;1784796;787778;Pago Parcial;Quito;Quito;Por medio del presente, Choque múltiple en la Av. Mariscal Sucre en condiciones de lluvia. Mi vehículo recibió impacto de dos automotores y presenta afectación en guardafango. Solicito se atienda con prontitud el reclamo. Ref. 326821.;Sí;PRV-0003;Taller;323;42;20;0;No;No;Asegurado;0;Vehículos;20/4/2022;20/4/2023;296674;10719854;4000;Venta directa;Quito;Vencida;Liability;Estándar;2;Quito;5;5;No;585;PFR-6329;ALLAFEZY4AHWST37L;AB3KNPCE;Mazda;BT-50;2014;Utility;7297264;PRV-0003;Mecánica Integral Pichincha;Taller;Manta;4;No;300;40;1035593
SIN-002736;POL-0005203;ASE-002558;VEH-0002732;Vehículos;Choque;5/6/2023;6/6/2023;857525;758988;0;Reserva;Quito;Quito;Comunico que Volcadura del vehículo ocurrida la madrugada del 05/06/2023 en curva pronunciada de la Av. Simón Bolívar. Conductor único, sin terceros involucrados. Quedo a la espera de la inspección del perito. Ref. 982409.;Sí;PRV-0004;Taller;290;75;1;1;No;No;Asegurado;0;Vehículos;19/8/2022;19/8/2023;138894;387568;4000;Web;Quito;Vencida;Collision;Joven;15;Quito;1;1;No;761;PDM-2434;KLZ824L459SM9DFNN;Q3JPHVGG;Toyota;Hilux;2016;Sedan;3297937;PRV-0004;Centro Automotriz Equinoccial;Taller;Manta;19;No;324;309;1298447
SIN-002737;POL-0013175;ASE-006491;VEH-0002733;Vehículos;Choque;9/4/2023;12/4/2023;299081;240459;0;Reserva;Quito;Quito;Solicito atención al siguiente caso. El 09/04/2023 alrededor de las 19:15, mi vehículo fue golpeado por un taxi en La Carolina cuando este intentaba un giro indebido. Daño en puerta del pasajero. Quedo a la espera de la inspección del perito. Ref. 856928.;Sí;PRV-0012;Taller;242;123;3;0;Sí;Sí;Tercero;0;Vehículos;10/8/2022;10/8/2023;135108;2838024;4000;Web;Quito;Vencida;All Perils;Estándar;5;Quito;1;1;No;857;PEQ-7980;5RCLT1W4G92748GUD;TJF4XAKQOI;Chevrolet;Sail;2016;Sedan;2446025;PRV-0012;AutoCenter Ambato;Taller;Santo Domingo;3;No;296;304;101864
SIN-002738;POL-0002998;ASE-001455;VEH-0002734;Vehículos;Choque;29/6/2023;30/6/2023;855568;81434;81434;Pago Total;Guayaquil;Guayaquil;El 29/06/2023 alrededor de las 13:30, mi vehículo fue golpeado por un taxi en El Condado cuando este intentaba un giro indebido. Daño en capó. Ref. 642689.;Sí;PRV-0026;Taller;56;309;1;3;No;No;Asegurado;0;Vehículos;4/5/2023;3/5/2024;8717;2064992;4000;Agente;Ambato;Vencida;Collision;Estándar;20;Ambato;3;3;No;681;TVO-3972;8L3C8Y8NBR3U2W32V;BK5PTTCAX;Mazda;CX-30;2016;Sedan;2051582;PRV-0026;Chevrocenter Servicios;Taller;Machala;24;No;304;395;1172187
SIN-002739;POL-0003314;ASE-001610;VEH-0002735;Vehículos;Choque;23/6/2023;1/7/2023;1384929;1229725;830595;Pago Parcial;Ambato;Ambato;Atendiendo a familiar transportado al hospital, un automotor en la Vía Daule cruzó sin precaución la intersección y produjo daños severos en techo. Adjunto documentación de respaldo. Ref. 155795.;Sí;PRV-0001;Taller;295;70;8;0;No;No;Asegurado;0;Vehículos;1/9/2022;1/9/2023;157708;3727048;4000;Venta directa;Machala;Vencida;Collision;Estándar;12;Machala;1;1;No;787;OUC-5485;9NYR9T85UWNZXMM1N;COQP3TJUR;Ford;Explorer;2019;Sedan;307941;PRV-0001;Talleres Andinos Cía. Ltda.;Taller;Ambato;15;No;345;29;1051504
SIN-002740;POL-0010061;ASE-004956;VEH-0002736;Vehículos;Responsabilidad Civil;10/7/2023;10/7/2023;173045;167945;0;Cierre Sin Consecuencia;Santo Domingo;Santo Domingo;El suscrito asegurado informa: El día 10/07/2023 circulando por la Av. Amazonas en sentido norte-este fui impactado en la parte lateral derecha por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Ref. 467028.;Sí;PRV-0006;Taller;303;62;0;5;No;No;Asegurado;0;Vehículos;10/9/2022;10/9/2023;102982;3626246;4000;Web;Santo Domingo;Vencida;Liability;Estándar;15;Santo Domingo;4;4;No;599;YEW-5757;WW1H0PXP0CHH6FK79;FYT226I4;Acura;RDX;2016;Sport;3236723;PRV-0006;Tecnimotors Manabí;Taller;Guayaquil;24;No;314;223;1221994
SIN-002741;POL-0011729;ASE-005793;VEH-0002737;Vehículos;Responsabilidad Civil;6/7/2023;16/10/2023;314363;305739;0;Cierre Sin Consecuencia;Cuenca;Cuenca;Reporto a la aseguradora que Mientras realizaba la prueba de manejo de Las Cumbres hacia el centro de la ciudad, un motociclista impactó mi vehículo. Daños superficiales en parachoques delantero. Se anexan fotografías del evento. Ref. 583773.;Sí;PRV-0034;Clínica;275;90;102;3;Sí;No;Asegurado;0;Vehículos;4/10/2022;4/10/2023;71966;2628038;4000;Broker;Loja;Vencida;Liability;Premium;17;Loja;3;3;No;704;LVV-5194;HG0XL51XPHGGAF83A;EWQZJPKL8T;Chevrolet;Captiva;2018;Sport;2330372;PRV-0034;Clínica Internacional Guayas;Clínica;Quito;5;No;314;35;1030531
SIN-002742;POL-0008266;ASE-004068;VEH-0002738;Vehículos;Choque;26/10/2023;26/10/2023;978992;916262;0;Cierre Sin Consecuencia;Cuenca;Cuenca;Solicito atención al siguiente caso. Mientras realizaba la prueba de manejo de Alborada hacia el centro de la ciudad, un motociclista impactó mi vehículo. Daños superficiales en puerta del pasajero. Se anexa parte policial. Ref. 892741.;Sí;PRV-0008;Taller;300;65;0;0;No;No;Asegurado;0;Vehículos;30/12/2022;30/12/2023;152791;3675139;4000;Venta directa;Quito;Vencida;Collision;Premium;5;Quito;1;1;No;814;PXM-6182;RVSGK2PSDANGT4DM4;XA4ZJFZFU;Toyota;Yaris;2014;Sedan;3353985;PRV-0008;Taller Quito Norte;Taller;Ibarra;22;No;309;453;1250696
SIN-002743;POL-0004597;ASE-002261;VEH-0002739;Vehículos;Responsabilidad Civil;21/11/2023;22/11/2023;267944;234134;234134;Pago Total;Cuenca;Cuenca;Hago constar que Reporto siniestro ocurrido el 21/11/2023 en Kennedy. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en puerta del pasajero. Se anexa parte policial. Ref. 955482.;Sí;PRV-0004;Taller;99;266;1;3;No;No;Asegurado;0;Vehículos;14/8/2023;13/8/2024;77611;2840473;4000;Venta directa;Cuenca;Vencida;Liability;Premium;3;Cuenca;3;3;No;737;AAW-1711;ATDYZZ2U59N49DJ53;2DW1EVCW6T;Toyota;RAV4;2018;Sport;2106097;PRV-0004;Centro Automotriz Equinoccial;Taller;Manta;19;No;324;309;1298447
SIN-002744;POL-0001539;ASE-000746;VEH-0002740;Vehículos;Choque;11/11/2023;21/11/2023;376859;302674;302674;Pago Total;Quito;Quito;Colisión por alcance en la Av. Simón Bolívar, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Se anexa parte policial. Ref. 985261.;No;PRV-0027;Taller;150;215;10;1;No;No;Asegurado;0;Vehículos;14/6/2023;13/6/2024;100595;285206;4000;Venta directa;Quito;Vencida;Collision;Estándar;10;Quito;3;3;No;735;PXA-4034;9ZMJ7WBT65UYV0D5Y;949P5JX7W;Chevrolet;D-Max;2018;Sedan;2203239;PRV-0027;Tecnoservicios Diésel;Taller;Santo Domingo;22;No;290;345;1107047
